监测点编码,监测点名称,城市,经度,纬度,date,PM2_5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi,id
1562A,昭山,湘潭,113.0048,27.9153,20170601,42.26977401,4114,6329,1656158.618,-94667.55421,50,0.881071806,352.0388184,291.0776367,100592.6484,0.002660718,237.2675018,-1.77896e-05,72.21081543,-0.122107312,-0.872569382,0.77411443,3609,432
2688A,地区监测站,哈密地区,93.5128,42.8172,20170601,29.67156863,1729,3210,-110357.8242,1551468.552,754,1.335805416,166.1001587,287.5172119,92337.63281,5.72949e-05,214.7267303,-3.04096e-06,27.20458221,0.321005642,-1.296661735,0.250863791,2388,1302
2368A,市森林工业局,吉安,114.9739,27.11,20170601,50.92039106,4242,6644,1854050.711,-152552.4451,61,0.84678787,323.9136353,292.3630371,100604.4375,0.002031853,255.932312,-1.71566e-05,70.83209229,-0.498811871,-0.684278011,0.630548894,3000,1018
2525A,南坝,广元,105.8153,32.4246,20170601,25.12222222,3392,5178,939506.8442,341136.2273,512,0.273956329,315.311615,288.1926575,93271.0,0.001406247,133.4162598,-7.91306e-06,71.57542419,-0.192673549,-0.194753617,0.642330885,3241,1157
2563A,四三一厂,资阳,104.6289,30.1377,20170601,37.58725762,3758,4989,863507.493,58714.15621,368,0.777052164,299.7052612,291.2937622,96535.39063,0.000949055,194.6743011,-1.3389e-05,70.12590027,-0.674960375,-0.385017663,0.958182096,3643,1190
2004A,金坛市环境监测站,金坛,119.579,31.751,20170601,40.41620112,3500,7381,2137170.674,477453.741,7,1.135902643,262.5191956,288.5517273,101615.7422,0.002010187,262.2275391,-2.99028e-05,69.46572876,-1.126228213,0.14793545,0.760685444,2847,803
1056A,监测站,保定,115.5214,38.8707,20170601,55.75207756,2361,6731,1611745.532,1237526.172,18,0.459951103,42.49386597,285.6372986,101214.4844,0.000986871,130.1126099,-8.39153e-06,46.66978836,0.310694754,0.339151561,0.877610922,2250,44
2868A,九站,吉林,126.4738889,43.95305556,20170601,32.6299435,1548,8484,2252072.72,2053556.148,183,1.158568382,33.19928741,276.589447,98939.58594,0.00127056,226.4085236,-8.87201e-06,64.41370392,0.63436079,0.969467402,0.475748479,2790,1335
3034A,光明街小学,乌兰察布,113.1076,41.0385,20170601,21.04899135,2014,6345,1376002.539,1460214.014,1403,1.501193643,95.51268768,277.3596497,85942.80469,0.000707332,272.0794067,-6.72817e-06,50.21829224,1.494257569,-0.144140452,0.384343177,1548,1392
1139A,呼兰师专,哈尔滨,126.6106,45.9819,20170601,34.13841808,1223,8506,2182889.844,2292608.284,123,1.129419446,56.13928223,275.8691101,99987.07031,0.000711028,206.6298523,-7.97826e-06,61.24607849,0.937845528,0.629312396,0.398237228,1854,120
1515A,天台山庄,株洲,113.135,27.8244,20170601,41.64623955,4128,6350,1669966.122,-103001.2096,47,0.791041613,349.5984192,291.2579346,100618.0156,0.002759503,225.3671722,-1.70918e-05,72.70252991,-0.142887458,-0.778029561,0.761198163,2493,425
1212A,市监测站,淮安,118.989,33.6067,20170601,49.74859551,3203,7286,2033114.729,680705.1361,14,1.058212042,254.3706665,287.4717102,101595.4922,0.001689018,241.3416901,-1.88418e-05,66.0517807,-1.019073486,0.28513509,0.75478369,3783,181
2392A,环保局,濮阳,115.031,35.763,20170601,59.26740947,2858,6653,1650143.246,860150.6617,54,0.785409331,210.4628754,287.7951355,101058.4141,0.000789856,205.6880798,-1.08127e-05,54.88176727,-0.398176134,0.676995993,0.860675335,2860,1041
2259A,四丰,佳木斯,130.3794,46.7588,20170601,31.27683616,1099,9109,2398885.91,2470254.72,103,1.280087352,52.23353577,274.6879883,99727.85938,0.000773934,218.6244812,-8.96756e-06,65.39828491,1.011905432,0.784009576,0.366232425,3165,920
2611A,市便民服务中心,文山州,104.2319,23.3892,20170601,19.89655172,4838,4925,902311.7993,-733176.9551,1268,1.384558082,199.8092651,288.7767029,85045.09375,0.002396623,247.1528625,-7.17614e-06,84.98868561,-0.469199568,1.302633047,0.376519203,3366,1231
2564A,师范校,资阳,104.6469,30.1142,20170601,39.93888889,3762,4991,865390.4311,56091.57696,366,0.761607051,298.7831726,291.2766113,96544.89063,0.000962269,192.5832977,-1.32437e-05,70.36664581,-0.66753149,-0.366670251,0.955630064,3194,1191
2207A,工业园区,阜新,121.6178,41.9967,20170601,23.90422535,1861,7707,1978051.948,1719791.53,130,0.706633925,54.96004486,280.6085205,99944.10938,0.000831713,313.5397949,-5.3518e-06,51.6814537,0.578546345,0.405728489,0.522704482,2171,868
1404A,大自然花园,南宁,108.383,22.805,20170601,32.59722222,4931,5589,1315076.34,-753378.9954,122,1.107817054,251.6599121,294.4295959,100020.5703,0.002805531,268.0393066,-1.6175e-05,79.96898651,-1.051533222,0.348620832,0.548646629,3386,342
2382A,市监测站,上饶,117.973,28.4459,20170601,38.90642458,4029,7124,2091207.617,61392.22791,89,0.773184597,306.6387024,291.2061768,99643.875,0.002532567,141.7419586,-9.32202e-06,75.07967377,-0.620444596,-0.461370707,0.577663779,3225,1032
2188A,中海勃湾学校,乌海,106.7931,39.6572,20170601,38.36629526,2235,5335,919280.9964,1219681.008,1092,0.543146789,2.647675991,284.4393921,88238.41406,0.000260353,356.4842834,-6.02153e-06,33.2258606,0.02508869,0.542567015,0.360314876,620,852
1986A,教师进修学校,吴江,120.635,31.17,20170601,41.06571429,3593,7550,2244844.685,433850.3587,5,1.482085824,270.870697,289.3474731,101636.8281,0.001796414,329.5151978,-5.46027e-05,72.47696686,-1.481915712,-0.022452137,0.71391201,2860,786
2375A,市广电局,宜春,114.4011,27.8072,20170601,51.75623269,4131,6552,1785484.367,-82729.3662,97,0.670251131,271.5167236,291.1463013,100370.1172,0.003721028,167.1518555,-1.02825e-05,77.31668091,-0.670017123,-0.017709201,0.689414501,3329,1025
2883A,文体中心,玉溪,102.5381,24.339,20170601,22.35252809,4686,4654,728685.8193,-637533.3061,1658,1.268293262,0.765684068,288.8092041,81556.25,0.002286367,248.6258392,-9.29998e-06,71.25341034,0.016949164,1.268180013,0.293379486,3295,1349
1923A,王益区政府,铜川,109.0697,35.0697,20170601,43.21111111,2969,5699,1175094.025,691854.7145,857,0.784514368,350.9170532,284.3713074,90409.49219,0.001036449,147.5519409,-7.33708e-06,60.60102081,-0.123914666,-0.774666309,0.562015951,3927,727
2481A,冷水滩区环保局,永州,111.5989,26.4519,20170601,38.40285714,4348,6104,1557054.226,-287075.5004,107,0.589670718,323.3930359,291.8050842,99112.42188,0.001756925,261.0776062,-1.18115e-05,70.55952454,-0.351668864,-0.473329216,0.739135087,2774,1117
1145A,杨浦四漂,上海,121.536,31.2659,20170601,40.78813559,3578,7694,2318797.274,465819.5687,7,1.105717778,262.5270996,288.9989319,101649.5078,0.001952073,375.844574,-3.87511e-05,75.64382935,-1.096320271,0.143853471,0.633812547,1852,126
3014A,歇台子,重庆,106.4959,29.53675,20170601,37.87465181,3854,5287,1038568.158,5809.294064,314,0.704479218,315.2382507,291.730957,97578.67969,0.001427953,132.7479858,-1.12517e-05,73.09924316,-0.496101081,-0.500174642,0.959151149,2935,1380
2294A,安庆大学,安庆,116.9894,30.6145,20170601,57.02957746,3682,6966,1946102.362,291789.2004,28,1.213535309,334.9865417,289.3392639,100435.6328,0.00241919,246.3351746,-2.91041e-05,70.17926025,-0.513208151,-1.099675059,0.722575545,3172,951
1351A,花都师范,广州,113.215,23.3917,20170601,31.49579832,4837,6362,1772680.807,-610527.5137,8,0.769667923,291.1340942,294.8891907,101126.6719,0.003101079,224.4102783,-1.7871e-05,72.3507843,-0.717915297,-0.277464032,0.566865027,2460,296
1841A,伍家岗,宜昌,111.3549,30.6463,20170601,54.88450704,3677,6065,1452233.682,198044.1008,60,0.244142145,348.8564453,289.6460571,98939.83594,0.002159378,132.5664978,-9.7884e-06,72.65235901,-0.047205616,-0.239535004,0.778909922,2219,657
2554A,建安厂,雅安,103.0013,29.9899,20170601,48.85180055,3782,4728,719331.3443,28103.61874,602,0.292732328,114.8098831,287.493103,89840.94531,0.001826168,91.37215424,-3.94762e-06,76.90119934,0.265721858,-0.122817382,0.679678798,3564,1183
1766A,威宁,本溪,123.8142,41.3472,20170601,30.93201133,1965,8058,2159712.486,1689748.352,161,0.927616775,204.4311829,279.0293884,98795.14844,0.00114235,222.1768951,-7.48937e-06,62.4950676,-0.383651495,0.844561636,0.539563358,5019,588
1780A,中心广场,齐齐哈尔,123.9305,47.3386,20170601,24.86428571,1006,8077,1955198.093,2394641.323,150,0.829468727,87.06686401,276.3829651,99684.71875,0.000590996,265.2062073,-1.42953e-05,54.59431076,0.828380167,0.042481396,0.284867764,2303,600
1519A,市四中,株洲,113.167,27.8667,20170601,38.5579096,4121,6355,1671962.405,-97554.73998,59,0.769379556,347.1192017,291.2568359,100611.8984,0.002775748,223.0041046,-1.66523e-05,72.72164917,-0.171577454,-0.750004053,0.748995423,3036,427
2194A,秋林养殖基地,巴彦淖尔,107.5936,40.916,20170601,28.17335244,2034,5463,961710.3623,1379813.209,1033,0.17704615,57.58438873,282.5994263,89611.53125,0.000252741,198.9614868,-6.39003e-06,33.10530853,0.149456322,0.09491124,0.391774625,2247,857
2174A,榆次区政府,晋中,112.7105,37.7087,20170601,62.86173184,2547,6282,1418906.609,1055479.935,799,0.45923692,250.9508362,283.6018982,91726.75781,0.000789204,150.3637238,-6.41473e-06,51.45659256,-0.434083134,0.149901271,0.520622313,2777,840
1874A,市九中,柳州,109.3957,24.3663,20170601,50.98333333,4681,5751,1387514.832,-560503.563,95,0.507493556,325.9737549,293.5636597,99989.52344,0.003589642,270.158844,-1.89191e-05,76.6975174,-0.284011185,-0.420579761,0.57358098,2681,684
1443A,碧云窝,贵阳,106.6554,26.4364,20170601,30.33479532,4350,5313,1096189.034,-355632.0873,1128,1.292473793,236.6201019,287.552948,88284.88281,0.002157127,340.4060364,-1.14608e-05,83.25749969,-1.079247832,0.711134791,0.587897956,4398,372
1445A,红边门,贵阳,106.7105,26.6009,20170601,37.39915966,4324,5322,1099053.06,-335862.1243,1105,1.231004238,235.4505768,287.4734192,88457.39844,0.002065275,333.3855896,-1.06022e-05,82.98294067,-1.013881207,0.698152244,0.598706007,2731,374
1194A,荣巷,无锡,120.245,31.5631,20170601,46.98314607,3530,7487,2199524.887,470408.6975,20,1.451959491,264.6549683,289.1764526,101540.4531,0.001797434,331.5303955,-5.63425e-05,70.10752869,-1.445640206,0.135317311,0.73156029,3859,168
3066A,九衢泉纯净水厂,德州,116.2714,37.4372,20170601,52.45266272,2590,6851,1707188.048,1079794.576,23,1.147450209,212.3318176,286.5121155,101393.125,0.000893207,200.0878601,-1.11689e-05,50.65703201,-0.613664925,0.969565511,0.862419248,3228,1407
1720A,菏泽学院,菏泽,115.455,35.27,20170601,62.4789916,2937,6721,1696888.385,809036.3481,52,0.829551816,221.8765564,287.800293,101053.0,0.000899515,199.1878052,-1.06659e-05,56.82141876,-0.553735673,0.617683649,0.8643592,2394,546
1653A,火炬城,济宁,116.6305,35.428,20170601,49.96927374,2912,6909,1788699.122,848541.891,38,1.003880501,224.9829407,287.5328369,101243.1563,0.000872848,189.3755798,-1.3267e-05,57.11571121,-0.70962292,0.710078478,0.837061763,2815,492
1030A,高新区,石家庄,114.6046,38.0398,20170601,72.15181058,2494,6585,1560759.875,1123720.525,67,0.632721186,15.83794117,286.2159424,100659.2266,0.00095308,139.9359436,-9.27118e-06,50.37906265,0.172675565,0.608702898,0.83161515,2543,20
1394A,江北云山西路子站,惠州,114.4103,23.1142,20170601,28.22727273,4882,6554,1893832.965,-619716.9778,19,0.612820506,275.219635,294.5081787,100671.8438,0.003013732,207.2019348,-1.54969e-05,77.6918335,-0.610282063,-0.055720687,0.50130558,2800,332
2511A,南江一中,玉林,110.1433,22.6164,20170601,34.49011299,4961,5871,1490098.495,-749768.098,77,0.783448815,268.9223633,294.5059509,100362.7578,0.003234258,238.7167206,-1.23647e-05,80.9986496,-0.783309579,0.014770144,0.529439747,2989,1143
3015A,龙井湾,重庆,106.4042,29.57278,20170601,40.69553073,3848,5273,1029826.021,9090.648389,499,0.734752893,321.2451172,291.6476746,97393.6875,0.001437464,134.5672302,-1.10165e-05,73.26824951,-0.459989816,-0.572949588,0.9507249,4647,1381
1691A,梅县新城,梅州,116.0797,24.2719,20170601,25.39915966,4697,6821,2025761.598,-455159.1549,86,0.276028544,279.0545654,293.9372253,98807.10938,0.001931621,195.1190643,-1.26219e-05,72.89041138,-0.272591144,-0.043426152,0.451126069,3202,524
2683A,马园,固原,106.2319,36.1417,20170601,27.15616046,2797,5245,924463.1254,790090.8218,1610,0.541872561,9.020320892,280.3899231,82699.09375,0.000864578,242.8618011,-6.37311e-06,58.08214188,0.084954798,0.535171509,0.342578411,3380,1297
1263A,监测站,金华,119.686,29.1029,20170601,34.52506964,3924,7398,2224637.505,174478.83,44,0.817785561,277.5187988,290.5285034,99814.42188,0.002367802,220.8942871,-1.25426e-05,71.89976501,-0.810759604,-0.106967837,0.623388112,2752,219
1232A,城厢镇,杭州,120.27,30.1819,20170601,43.43521127,3751,7491,2243537.147,311721.3579,13,0.914559126,298.2581482,289.8997803,101439.7188,0.002422209,248.1712799,-2.27691e-05,71.24567413,-0.805591345,-0.432944536,0.691005826,2611,199
2438A,凡口开发区,鄂州,114.8131,30.4133,20170601,49.26478873,3714,6618,1761058.231,227314.6393,22,0.90606457,282.2607422,290.2521057,101152.1719,0.002493007,194.0690613,-3.24645e-05,69.44293976,-0.88540858,-0.1923659,0.773359001,3743,1076
1012A,古城,北京,116.225,39.9279,20170601,56.0694051,2192,6844,1638539.229,1375127.894,66,0.690516233,95.00730133,283.905365,99824.0,0.001066209,121.4498749,-6.00324e-06,49.16394043,0.687883854,-0.060236473,0.826856971,3691,11
2686A,市环保局,吐鲁番地区,89.191,42.9409,20170601,53.92087542,1710,2519,-429927.9711,1578490.724,16,0.494080901,122.0056839,290.8013916,99066.41406,3.88167e-05,160.9238434,-3.93639e-06,26.42686272,0.418994814,-0.261838257,0.221727252,2319,1300
1859A,电业局,张家界,110.4697,29.1242,20170601,40.49860724,3920,5923,1402654.32,6714.878383,187,0.917783022,271.5867615,288.7306824,96559.67969,0.00287608,208.3604279,-8.75514e-06,77.36063385,-0.917432308,-0.025370562,0.752946079,3363,672
1872A,河西水厂,柳州,109.3886,24.3406,20170601,40.90250696,4686,5750,1387271.058,-563557.5511,91,0.458784848,327.9056396,293.5845947,99991.25,0.003591797,271.9590149,-1.90522e-05,76.70124054,-0.243789017,-0.388652086,0.56827718,2244,682
1417A,两路,重庆,106.626,29.7228,20170601,37.63407821,3824,5308,1047660.272,29121.46665,412,0.730139077,310.2180481,291.698761,97623.82031,0.001509026,127.0112076,-1.02582e-05,73.63394165,-0.557560444,-0.471412122,0.941099823,3198,351
1401A,振宁花园,南宁,108.301,22.7875,20170601,35.12253521,4934,5576,1307340.47,-756473.1589,91,1.095800757,250.1768494,294.4387207,99865.55469,0.002777726,263.9943237,-1.59962e-05,79.70346069,-1.030854225,0.371643305,0.541004241,2332,339
1144A,徐汇上师大,上海,121.412,31.1654,20170601,41.32285714,3594,7674,2311410.318,451335.3315,7,1.049924374,264.1340332,288.8684387,101644.3047,0.002043706,341.5586853,-2.4569e-05,75.45054626,-1.04442203,0.107349247,0.641874135,2660,125
1210A,钵池山,淮安,119.036,33.5981,20170601,43.71126761,3204,7294,2037268.846,680675.1667,13,1.035090566,254.3633728,287.4054871,101607.4219,0.001690594,239.982254,-1.75831e-05,66.19241333,-0.996771634,0.279031903,0.764626145,2351,179
2291A,环科院,安庆,117.0549,30.5103,20170601,46.05865922,3698,6977,1954563.733,280990.3364,14,1.283691168,319.668457,289.7104187,101193.3047,0.002596543,246.7310181,-2.89802e-05,70.4782486,-0.830887258,-0.978513837,0.719925284,2922,948
1205A,丹徒区监测站,镇江,119.43,32.1319,20170601,53.00555556,3439,7357,2113269.784,518393.0431,31,1.03555131,261.5003052,288.1333618,101385.2109,0.002452063,255.5625916,-2.14748e-05,69.52696228,-1.024171114,0.153101444,0.773493886,3318,175
2692A,新区政务中心,昌吉州,87.2717,44.0297,20170601,52.32122905,1535,2211,-561241.372,1721226.929,570,0.759749651,55.69974518,284.4645996,94640.30469,0.000288062,191.508316,-9.42329e-06,46.22452164,0.627613723,0.428159505,0.222225696,2469,1306
2318A,开发区子站,宣城,118.7175,30.9431,20170601,41.53221289,3629,7243,2086810.459,365363.599,42,1.045755744,263.070343,288.8798828,101186.9922,0.002160499,203.2387848,-1.41999e-05,71.29559326,-1.03811121,0.126215369,0.72707063,3807,973
1104A,文化路,沈阳,123.41,41.765,20170601,38.61699164,1898,7994,2115706.35,1729888.82,43,0.828971922,1.479269505,280.7277832,101098.9844,0.001110342,275.3372803,-8.63597e-06,50.45639801,0.021399353,0.828695655,0.582520604,2436,88
2300A,监测站,滁州,118.3158,32.3061,20170601,51.82492997,3411,7179,2013844.862,515241.1366,20,0.96036762,263.758667,287.9902039,101215.0625,0.00248339,240.9942627,-1.45874e-05,69.13195801,-0.954670787,0.104449295,0.783346891,2993,957
1886A,黄金嘴,宜宾,104.5761,28.71583,20170601,57.30277778,3986,4980,875197.315,-109593.8507,327,0.537228703,124.9964905,291.382843,96186.42188,0.001269122,144.9151917,-1.22388e-05,72.28664398,0.440110683,-0.308086485,0.98899138,3993,694
2596A,监测站,昭通,103.7032,27.3392,20170601,26.85310734,4206,4840,810005.9823,-278796.1274,1914,1.00482893,304.3499756,284.7238464,80857.80469,0.00191047,173.0699463,-6.3495e-06,80.17396545,-0.82962966,-0.566917837,0.482687116,3315,1217
2529A,行政中心,遂宁,105.8161,30.6347,20170601,35.92634561,3679,5179,963069.2794,128582.2569,423,1.015315652,306.8540649,290.7131042,96844.89063,0.001308999,156.4204102,-1.14511e-05,74.05819702,-0.812460482,-0.608911932,0.893412888,5460,1161
1349A,市八十六中,广州,113.433,23.105,20170601,34.26330532,4883,6397,1799828.954,-639129.1144,4,0.756003141,262.1160889,294.9769592,101113.7813,0.00338229,241.3295441,-2.54152e-05,73.80982208,-0.748852968,0.103730068,0.563663125,2445,294
1343A,湖南中医药大学,长沙,112.8908,28.1308,20170601,43.11408451,4079,6311,1641185.136,-71578.35935,45,0.853407919,352.6566772,290.8698425,100604.3438,0.002662458,241.0706635,-1.74155e-05,72.62168121,-0.109153256,-0.846398652,0.783427894,3672,289
1767A,南山,锦州,121.0986,41.0781,20170601,28.91643454,2008,7624,1969871.935,1601063.146,31,0.790780127,53.80680084,282.4335938,100952.2188,0.0006376,339.7416077,-3.11962e-05,52.37919998,0.638170719,0.466981113,0.598131895,2588,589
2335A,龙岩师专,龙岩,117.0181,25.1174,20170601,23.24930362,4561,6971,2092600.191,-339472.5893,358,0.384046644,260.1303711,290.9665222,94328.82813,0.002547143,109.7207108,-7.1572e-06,78.75170135,-0.378360152,0.06584391,0.436848968,3540,985
3000A,德源药业(直管站),连云港,119.3581,34.6972,20170601,39.00854701,3029,7345,2031531.282,815727.3956,13,0.931725562,246.5258484,287.2103882,101151.3984,0.00123818,324.1776733,-4.78964e-05,65.25444031,-0.854603112,0.371168554,0.695316195,3693,1371
1815A,河南林校,洛阳,112.4831,34.6869,20170601,60.01825843,3030,6245,1465639.011,692117.0163,140,0.496985734,212.0930176,287.7333679,99121.76563,0.00101551,168.0699005,-1.02809e-05,59.31695938,-0.264039189,0.421044081,0.795682788,2190,634
1816A,开发区管委会,洛阳,112.3844,34.6231,20170601,61.63098592,3040,6229,1458805.919,683074.0466,181,0.359400302,208.1025238,287.6013184,98882.15625,0.001072841,171.3013458,-1.01912e-05,60.51517105,-0.169291154,0.317031682,0.799704909,3060,635
1666A,市环保局,东营,118.6672,37.4314,20170601,46.0,2591,7235,1896097.456,1123039.327,3,1.088632822,225.6043396,285.9559326,101712.8984,0.000692601,246.7866974,-3.30833e-05,54.03356934,-0.777838171,0.76163584,0.762271285,2687,503
2866A,外滩首府,运城,111.0522222,35.04388889,20170601,72.68296089,2973,6016,1339796.58,714146.36,349,1.178678274,245.3684692,287.0262146,96694.34375,0.000989847,164.1177979,-1.13368e-05,59.48862457,-1.071410179,0.491286695,0.627516806,2613,1334
1071A,沧县城建局,沧州,116.8854,38.2991,20170601,49.09749304,2452,6950,1732520.575,1192780.49,9,1.185975075,203.5504456,285.6523132,101553.2891,0.000931695,180.4525604,-9.50657e-06,50.57389832,-0.473850638,1.08719933,0.841551185,1938,57
2500A,防城镇政府,防城港,108.3511,21.7631,20170601,31.28212291,5098,5584,1328200.021,-872581.6961,15,0.369634122,354.6724243,295.082428,100808.6563,0.002766602,281.1942749,-4.10084e-05,79.26787567,-0.034353744,-0.368034244,0.501352429,4164,1134
2878A,聊大东校,聊城,116.0072,36.4343,20170601,61.4815864,2751,6809,1712119.91,956354.9697,34,0.995472431,220.8953552,287.0918274,101259.25,0.000996976,199.9930115,-1.20291e-05,53.0760498,-0.651699722,0.752497733,0.853916824,2970,1345
1918A,气象站,咸阳,108.7197,34.3956,20170601,60.59470752,3077,5643,1157372.659,607191.4518,463,1.179106951,176.9803619,286.9052429,95692.98438,0.000983151,105.4164658,-7.25398e-06,62.06290436,0.062220652,-1.177464128,0.618010998,4139,722
2333A,南平铝业有限公司,南平,118.1819,26.6514,20170601,22.86312849,4316,7157,2159265.234,-139605.4606,121,0.39565292,263.7986145,292.2583008,97047.40625,0.002362116,149.0433044,-1.08604e-05,72.12953186,-0.393335849,0.042756703,0.440635949,3831,983
1385A,圭峰西,江门,113.024,22.5328,20170601,36.91903409,4975,6332,1772387.574,-711437.4688,23,0.600268781,261.7745667,295.0432434,101279.0781,0.00332213,247.9923706,-2.01123e-05,77.00639343,-0.594090104,0.085904375,0.543663561,4206,323
1970A,人民广场子站,莱西,120.515,36.885,20170601,39.55890805,2678,7530,2057941.784,1095973.152,65,0.381221592,210.7970581,284.4913635,100726.5938,0.001085405,267.6190796,-7.60387e-06,64.93920135,-0.19517982,0.327467173,0.650446296,2918,770
2532A,东兴区政府,内江,105.0717,29.5947,20170601,34.1028169,3845,5059,909681.7198,-1474.529073,323,1.088062406,328.4711304,291.5606689,97359.65625,0.001108068,159.6989441,-1.25981e-05,73.62997437,-0.569049478,-0.927395523,1.015865326,3002,1164
2242A,白酒厂　,鸡西,131.0103,45.2948,20170601,25.48174157,1333,9210,2504055.155,2318248.399,190,1.266902089,78.77550507,274.7669067,97879.45313,0.000963974,298.3456421,-5.73262e-06,68.97348022,1.242658734,0.246657655,0.378085375,2324,903
3061A,国华电力东,呼伦贝尔,119.7512,49.1577,20170601,10.28151261,715,7408,1623753.67,2533062.372,613,1.128756523,62.88479614,271.8934631,93729.42188,0.000569275,221.8800354,-5.24758e-06,64.75436401,1.004680395,0.514498353,0.169842139,1502,1404
2212A,宏伟区,辽阳,123.2,41.1953,20170601,26.80898876,1989,7960,2120217.328,1658581.095,81,1.115287066,193.380249,280.9151611,100495.6484,0.001044164,260.6088867,-8.66503e-06,54.25777435,-0.25808388,1.085015178,0.570164502,2653,873
1981A,文登市环保局,文登,122.038,37.197,20170601,22.64730878,2629,7774,2167470.456,1165229.381,49,0.486324281,53.66136932,284.2849426,101081.7891,0.000929517,339.3569946,-1.14569e-05,68.07839966,0.391740322,0.288185418,0.582678914,2062,781
1262A,十五中,金华,119.647,29.077,20170601,37.48739496,3928,7392,2221958.577,170624.376,45,0.786994278,274.4619141,290.5435791,99960.73438,0.002472113,216.9483337,-1.2594e-05,72.02579498,-0.78461206,-0.06118729,0.621354461,2923,218
1725A,安家小村,大同,113.2661,40.1269,20170601,42.12784091,2160,6371,1408483.638,1353041.464,1088,1.077930689,98.62270355,279.7328186,88122.97656,0.000914728,174.4394226,-4.89987e-06,46.71366119,1.065755129,-0.161556855,0.440841585,2310,550
1945A,气象局,嘉峪关,98.2908,39.7711,20170601,30.22005571,2217,3975,256624.038,1182636.583,1655,1.00842607,23.74979591,282.2704163,82341.57813,0.000244018,177.3407898,-6.09007e-06,37.75084305,0.406125516,0.923030376,0.206479624,1927,749
1798A,湖东路四小,马鞍山,118.5058,31.6861,20170601,45.78672316,3510,7209,2047522.145,447072.3849,16,1.170979023,270.3184814,288.6643372,101463.5547,0.002137391,238.0056915,-2.44232e-05,68.46238708,-1.170961142,-0.006454895,0.772407889,3157,618
2649A,仙人崖,天水,106.005,34.3469,20170601,21.88243626,3085,5209,930098.1823,572529.916,1700,0.716347694,226.886261,282.2886047,83537.73438,0.00143241,240.8093872,-7.80151e-06,66.17281342,-0.522920907,0.489599615,0.469249517,6181,1265
2548A,达州职业技术学院,达州,107.5272,31.2797,20170601,42.31320225,3575,5452,1104876.783,222967.4412,337,0.960395753,322.5675049,289.6777344,95433.78906,0.002043173,86.44931793,-7.66409e-06,75.65969849,-0.583809972,-0.762578487,0.70358932,4342,1177
2410A,睢阳区环保局　,商丘,115.6386,34.407,20170601,54.83519553,3075,6750,1733608.704,710371.6115,50,0.885019481,233.6104126,287.925415,101097.75,0.001316219,200.5164795,-1.10336e-05,60.69537735,-0.712427557,0.525077581,0.848089933,2311,1057
1438A,灵岩寺,成都,103.613,31.0283,20170601,38.79661017,3616,4826,763364.3782,155918.6152,1007,0.334213346,137.5024261,285.9831238,87564.375,0.002728773,66.37595367,-2.21576e-06,80.87184906,0.225798294,-0.246401504,0.641732693,3854,367
1128A,岱山公园,长春,125.217,43.85,20170601,27.01971831,1564,8283,2168874.945,2013270.564,215,1.360637546,44.88332748,277.8160095,99117.67969,0.00107708,268.9192505,-1.18619e-05,59.16466522,0.960132599,0.964095354,0.473345518,2004,110
2540A,气象局,眉山,103.8416,30.0874,20170601,43.24930362,3766,4863,793640.0626,46120.66741,416,0.940160334,144.6555939,291.1042786,96538.0,0.001075432,166.0624847,-1.44114e-05,70.88861847,0.543930471,-0.766838372,0.869625449,3581,1172
1925A,新区兰芝公司,铜川,108.9589,34.8731,20170601,51.80346821,3000,5681,1169262.785,667041.647,685,1.170345545,346.3882446,285.5673523,92634.26563,0.000979013,143.154129,-7.94811e-06,59.38394928,-0.275528163,-1.137450218,0.591906309,3195,729
1792A,萨尔图区,大庆,125.1386,46.5776,20170601,32.70612813,1128,8270,2062482.14,2330255.339,146,0.887265623,66.03892517,276.1003418,99685.6875,0.0007852,227.4758911,-1.45286e-05,60.44749832,0.810790241,0.360360205,0.351172179,1631,612
2064A,南湾水厂,信阳,114.0122,32.1403,20170601,44.81843575,3438,6490,1651137.98,415567.3379,100,0.314103663,245.0543671,288.0062866,100430.4844,0.001839447,215.7365723,-1.65271e-05,72.26110077,-0.284796,0.1324853,0.837379336,3710,818
2605A,州环境监测站,楚雄州,101.5482,25.0441,20170601,15.67688022,4573,4496,627684.3374,-562536.3494,1789,1.418025136,12.1774807,288.5780029,80336.45313,0.002238392,259.2600098,-6.05266e-06,66.7363739,0.299110442,1.386119843,0.256407291,3465,1226
1434A,沙河铺,成都,104.1113889,30.63,20170601,52.46787709,3679,4906,811809.2746,112628.5247,495,1.026299715,165.946701,290.7294617,96160.41406,0.001252795,166.0556793,-1.25224e-05,69.84716797,0.249295771,-0.995561481,0.832397282,2741,365
1832A,新华旅馆,平顶山,113.322,33.721,20170601,62.36805556,3185,6380,1556737.852,590591.2963,86,0.224137053,198.8684845,288.0117798,100244.9141,0.001300916,212.1009216,-1.32836e-05,62.05892563,-0.072483152,0.212093398,0.861038983,2780,649
1387A,东城主山,东莞,113.7819444,23.05361111,20170601,37.732493,4892,6453,1834616.037,-638504.8179,21,0.791039944,256.5083008,295.0609131,101043.8672,0.00310294,240.8421021,-2.55858e-05,73.76796722,-0.769202948,0.184583411,0.543184817,2288,325
